date,num1,num2,num3,num4,num5,num6,sup1,sup2
13/07/2009,11,14,23,27,41,44,29,40
06/07/2009,6,17,19,24,35,41,37,39
29/06/2009,12,13,15,32,35,37,22,31
22/06/2009,18,20,27,28,37,45,2,32
15/06/2009,5,13,14,19,34,38,39,43
08/06/2009,1,24,30,37,44,45,14,27
01/06/2009,11,24,31,42,44,45,28,39
25/05/2009,2,11,24,34,37,40,6,13
18/05/2009,5,7,15,17,25,34,12,35
11/05/2009,4,17,24,29,38,41,9,37
04/05/2009,10,16,20,26,27,32,35,44
27/04/2009,4,21,23,27,29,36,25,41
20/04/2009,7,9,11,15,21,45,6,22
13/04/2009,15,31,32,35,40,44,23,33
06/04/2009,13,19,21,23,31,42,6,39
30/03/2009,5,6,8,20,33,44,3,24
23/03/2009,2,4,11,17,22,38,29,30
16/03/2009,5,11,18,25,30,45,31,32
09/03/2009,6,9,12,20,41,43,1,10
02/03/2009,11,14,18,26,39,41,22,28
23/02/2009,3,8,16,17,28,37,1,40
16/02/2009,3,15,28,31,34,38,22,23
09/02/2009,2,7,12,15,30,44,1,26
02/02/2009,11,19,24,29,35,38,36,41
26/01/2009,7,8,9,14,31,39,17,41
19/01/2009,7,10,30,33,34,36,38,41
12/01/2009,5,6,12,23,36,42,8,44
05/01/2009,19,21,24,28,33,42,11,44
29/12/2008,14,32,35,38,42,43,21,44
22/12/2008,1,13,16,33,40,43,35,44
15/12/2008,4,15,18,19,20,32,23,35
08/12/2008,2,17,18,27,30,41,23,29
01/12/2008,5,20,22,35,40,43,6,21
24/11/2008,2,11,20,24,39,43,5,45
17/11/2008,1,11,18,29,37,45,20,34
10/11/2008,6,15,18,24,26,44,2,27
03/11/2008,4,6,9,16,17,23,18,29
27/10/2008,1,3,19,27,29,30,23,33
20/10/2008,12,18,23,28,34,38,2,8
13/10/2008,2,7,26,27,33,39,19,40
06/10/2008,3,6,18,23,25,31,26,29
29/09/2008,5,6,11,25,34,39,13,33
22/09/2008,2,6,16,36,37,40,29,35
15/09/2008,2,4,5,11,19,24,12,31
08/09/2008,15,17,23,24,30,34,27,29
01/09/2008,28,33,35,37,40,42,24,45
25/08/2008,4,19,25,28,29,42,3,36
18/08/2008,5,11,15,29,34,45,12,24
11/08/2008,3,7,19,31,32,37,26,38
04/08/2008,5,9,22,24,32,39,19,37
28/07/2008,3,8,12,18,22,39,25,26
21/07/2008,6,12,14,20,31,43,7,39
14/07/2008,1,2,3,12,13,41,14,16
07/07/2008,6,11,14,32,34,43,15,33
30/06/2008,14,19,25,29,33,44,22,23
23/06/2008,1,14,23,28,34,44,21,31
16/06/2008,18,29,34,37,38,39,35,45
09/06/2008,1,5,17,22,27,35,7,37
02/06/2008,15,16,25,38,39,45,32,35
26/05/2008,6,16,24,40,41,45,34,42
19/05/2008,2,18,26,39,40,45,27,30
12/05/2008,10,12,22,24,29,40,17,33
05/05/2008,17,23,25,30,32,44,6,15
28/04/2008,4,6,11,35,40,44,3,34
21/04/2008,3,9,11,36,38,41,13,16
14/04/2008,6,12,35,37,38,44,7,39
07/04/2008,2,10,16,22,27,41,4,9
31/03/2008,10,13,16,23,33,34,12,29
24/03/2008,9,14,15,16,22,25,3,45
17/03/2008,20,22,32,41,43,44,18,31
10/03/2008,3,9,21,25,36,40,2,6
03/03/2008,9,15,20,27,38,39,3,8
25/02/2008,12,13,20,21,26,41,6,30
18/02/2008,3,17,21,30,37,45,11,24
11/02/2008,2,17,28,34,38,40,4,24
04/02/2008,14,18,21,23,24,27,37,42
28/01/2008,18,21,38,40,42,43,27,30
21/01/2008,4,24,27,35,37,45,6,28
14/01/2008,12,14,17,21,32,36,26,39
07/01/2008,2,4,18,23,43,44,20,42
31/12/2007,11,14,19,23,33,45,22,40
24/12/2007,3,21,22,23,37,45,18,41
17/12/2007,4,9,21,31,36,45,30,35
10/12/2007,3,22,26,27,35,45,5,7
03/12/2007,3,14,16,18,30,38,35,44
26/11/2007,10,12,13,22,24,34,9,30
19/11/2007,20,21,34,40,41,44,4,32
12/11/2007,8,26,28,34,35,38,10,24
05/11/2007,2,18,21,26,31,32,12,24
29/10/2007,2,12,21,31,33,43,24,42
22/10/2007,6,7,10,19,31,37,13,21
15/10/2007,7,11,13,25,35,41,18,31
08/10/2007,2,13,15,20,24,41,6,17
01/10/2007,3,7,10,20,37,41,27,29
24/09/2007,4,10,16,20,21,25,26,40
17/09/2007,12,18,19,25,32,40,7,41
10/09/2007,12,17,19,26,38,42,9,35
03/09/2007,5,7,11,25,34,36,1,27
27/08/2007,9,15,17,28,36,38,7,12
20/08/2007,3,8,9,10,24,42,2,44
13/08/2007,7,15,25,28,29,30,1,8
06/08/2007,16,17,23,28,35,45,19,21
30/07/2007,5,18,34,36,43,44,30,41
23/07/2007,3,11,16,27,38,45,2,7
16/07/2007,2,6,8,20,35,44,12,45
09/07/2007,3,4,6,21,32,36,18,22
02/07/2007,1,6,11,32,41,44,2,24
25/06/2007,6,11,14,23,29,33,7,17
18/06/2007,5,14,19,28,32,44,20,24
11/06/2007,3,12,29,31,38,44,10,26
04/06/2007,22,23,26,27,34,38,31,36
28/05/2007,1,10,18,20,41,45,9,24
21/05/2007,1,5,18,22,28,30,17,38
14/05/2007,2,7,31,37,42,43,26,33
07/05/2007,1,9,20,26,28,40,12,39
30/04/2007,9,15,33,35,39,40,20,45
23/04/2007,1,2,4,13,27,41,15,40
16/04/2007,2,7,10,32,36,45,24,33
09/04/2007,12,19,20,28,32,44,34,43
02/04/2007,2,6,20,23,35,38,36,43
26/03/2007,2,6,9,11,25,39,10,15
19/03/2007,1,2,3,14,20,35,13,37
12/03/2007,3,10,16,23,33,45,18,39
05/03/2007,3,5,7,22,34,40,1,44
26/02/2007,2,16,18,24,27,43,28,36
19/02/2007,2,12,14,20,29,37,22,42
12/02/2007,8,9,14,15,31,32,18,42
05/02/2007,1,10,12,27,33,39,5,43
29/01/2007,11,24,33,35,36,42,23,34
22/01/2007,4,6,10,17,20,23,43,45
15/01/2007,12,24,26,27,32,45,14,28
08/01/2007,4,5,15,26,44,45,19,35
01/01/2007,4,10,16,25,29,39,30,43
25/12/2006,5,19,29,35,43,45,31,41
18/12/2006,11,15,28,29,36,37,31,42
11/12/2006,1,12,20,24,39,45,10,17
04/12/2006,9,19,36,38,42,45,1,28
27/11/2006,1,9,24,30,32,45,15,40
20/11/2006,3,4,10,12,27,35,1,25
13/11/2006,19,23,26,28,34,41,6,25
06/11/2006,9,18,33,34,35,45,2,42
30/10/2006,2,11,26,31,32,38,23,40
23/10/2006,1,5,7,27,34,42,14,37
16/10/2006,1,11,23,31,35,38,13,26
09/10/2006,7,8,9,19,20,22,11,40
02/10/2006,18,24,30,32,39,41,10,27
25/09/2006,7,13,22,26,39,45,10,12
18/09/2006,8,12,29,31,32,38,11,37
11/09/2006,7,13,23,34,36,38,29,31
04/09/2006,15,16,29,31,32,44,20,37
28/08/2006,2,8,10,15,26,35,21,22
21/08/2006,3,13,24,30,31,36,33,38
14/08/2006,4,16,18,21,26,29,7,41
07/08/2006,7,18,25,27,35,38,19,34
31/07/2006,3,32,36,37,40,42,7,18
24/07/2006,18,19,27,31,34,39,25,37
17/07/2006,17,19,21,26,36,39,33,42
10/07/2006,6,12,18,20,22,30,1,26
03/07/2006,6,10,13,21,27,35,34,43
26/06/2006,2,10,11,20,24,26,43,44
19/06/2006,16,21,24,29,37,42,3,4
12/06/2006,2,9,10,19,24,25,11,16
05/06/2006,12,13,15,20,28,43,21,31
29/05/2006,2,5,35,36,39,45,9,30
22/05/2006,3,5,14,17,34,36,20,28
15/05/2006,1,6,8,22,24,32,17,31
08/05/2006,7,17,26,27,30,36,14,38
01/05/2006,11,27,31,33,35,40,7,14
