date,num1,num2,num3,num4,num5,num6,sup1,sup2
04/06/2012,2,4,12,17,24,35,5,36
28/05/2012,6,12,18,24,34,41,5,25
21/05/2012,1,7,22,23,32,38,16,35
14/05/2012,1,11,20,26,40,44,28,33
07/05/2012,3,18,20,21,44,45,25,31
30/04/2012,16,23,31,32,39,42,22,45
23/04/2012,7,11,21,28,29,31,24,25
16/04/2012,19,20,24,30,31,43,12,35
09/04/2012,4,6,18,26,27,32,31,42
02/04/2012,2,13,21,30,40,42,12,15
26/03/2012,17,21,31,36,42,44,28,34
19/03/2012,8,9,20,23,44,45,29,43
12/03/2012,5,15,20,26,31,42,6,40
05/03/2012,1,8,11,14,29,44,31,42
27/02/2012,11,19,20,34,35,38,3,29
20/02/2012,1,7,19,20,23,26,12,40
13/02/2012,11,14,23,31,35,40,7,17
06/02/2012,3,10,13,35,38,44,5,12
30/01/2012,4,14,15,18,20,43,11,34
23/01/2012,10,17,25,38,39,41,2,44
16/01/2012,7,12,18,31,37,38,41,44
09/01/2012,8,9,10,29,39,40,3,28
26/12/2011,1,26,29,33,38,45,24,42
19/12/2011,1,4,11,21,29,43,5,31
12/12/2011,13,23,24,38,39,43,3,22
05/12/2011,9,13,32,38,43,44,15,33
28/11/2011,8,17,19,22,39,42,2,16
21/11/2011,15,18,29,33,35,42,14,30
14/11/2011,13,16,20,23,35,43,12,42
07/11/2011,6,7,22,30,31,33,29,44
31/10/2011,1,13,25,29,30,41,18,44
24/10/2011,5,9,23,32,35,36,6,40
17/10/2011,5,8,19,24,27,28,7,20
10/10/2011,1,12,20,26,35,42,24,28
03/10/2011,20,23,30,32,34,36,5,25
26/09/2011,5,13,23,29,33,44,11,12
19/09/2011,4,17,30,33,34,35,14,22
12/09/2011,9,10,16,22,41,44,17,23
05/09/2011,1,6,21,32,38,40,17,29
29/08/2011,1,9,17,26,28,34,2,45
22/08/2011,8,13,30,32,40,45,5,26
15/08/2011,6,10,23,29,40,41,22,45
08/08/2011,14,22,23,30,41,43,26,38
01/08/2011,6,8,17,25,30,38,13,29
25/07/2011,17,23,32,34,39,45,19,33
18/07/2011,5,17,21,27,30,34,9,14
11/07/2011,14,20,27,35,38,40,1,16
04/07/2011,2,15,23,24,30,45,21,36
27/06/2011,5,6,14,27,30,40,31,43
20/06/2011,11,13,33,40,43,45,42,44
13/06/2011,1,6,27,34,38,40,7,11
06/06/2011,9,14,28,31,37,38,12,35
30/05/2011,5,13,16,17,21,41,24,45
23/05/2011,21,22,26,33,38,42,10,20
16/05/2011,1,3,10,12,22,26,19,20
09/05/2011,2,3,4,7,28,30,21,37
02/05/2011,1,5,7,10,11,27,30,38
25/04/2011,2,4,15,21,33,40,8,23
18/04/2011,5,8,15,23,27,35,14,45
11/04/2011,5,13,14,17,31,43,8,16
04/04/2011,4,8,24,25,28,29,22,34
28/03/2011,1,5,9,11,12,44,17,25
21/03/2011,4,7,10,24,27,28,8,15
14/03/2011,10,15,24,25,33,34,8,9
07/03/2011,7,11,14,20,39,42,13,25
28/02/2011,9,13,16,21,39,43,7,32
21/02/2011,3,15,31,32,33,37,16,17
14/02/2011,11,16,23,28,35,43,7,24
07/02/2011,4,20,23,27,31,44,37,41
31/01/2011,8,9,13,14,27,31,11,36
24/01/2011,13,14,29,31,39,43,15,28
17/01/2011,6,13,21,26,28,31,16,33
10/01/2011,1,5,20,21,30,31,35,41
03/01/2011,19,28,37,38,41,42,16,24
27/12/2010,3,18,32,34,41,45,10,22
20/12/2010,1,2,12,27,38,45,33,44
13/12/2010,2,26,32,33,38,43,11,39
06/12/2010,1,8,16,25,33,39,19,32
29/11/2010,4,12,15,28,33,34,6,22
22/11/2010,4,11,20,22,30,38,24,36
15/11/2010,10,12,28,30,32,45,5,40
08/11/2010,6,7,20,31,32,42,29,33
01/11/2010,2,6,11,13,20,26,14,40
25/10/2010,2,3,21,26,27,41,19,22
18/10/2010,1,13,19,21,27,33,12,45
11/10/2010,4,10,18,21,34,39,7,44
04/10/2010,2,12,13,25,29,32,9,22
27/09/2010,10,15,21,22,29,43,6,23
20/09/2010,7,15,21,30,34,40,11,14
13/09/2010,2,4,5,17,37,42,9,19
06/09/2010,9,21,23,29,36,40,12,18
30/08/2010,5,6,19,25,36,44,10,24
23/08/2010,4,10,13,14,36,41,35,37
16/08/2010,5,16,19,24,28,32,15,29
09/08/2010,7,10,11,26,34,44,40,41
02/08/2010,5,21,26,31,32,41,6,35
26/07/2010,1,4,7,10,16,20,9,12
19/07/2010,13,17,18,31,36,45,12,40
12/07/2010,21,26,30,34,36,42,3,25
05/07/2010,4,14,25,27,31,37,19,39
28/06/2010,7,23,24,36,42,43,35,45
21/06/2010,1,2,18,19,25,42,5,36
14/06/2010,7,8,9,18,20,43,12,40
07/06/2010,1,7,18,27,28,33,23,29
31/05/2010,4,10,24,26,29,41,12,38
24/05/2010,4,6,17,18,19,22,13,14
17/05/2010,2,17,25,28,37,44,16,45
10/05/2010,14,21,28,40,41,43,2,19
03/05/2010,24,26,29,30,37,40,10,43
26/04/2010,2,10,13,14,26,34,19,44
19/04/2010,8,13,25,35,39,44,2,19
12/04/2010,3,13,25,30,39,45,14,37
05/04/2010,9,17,20,24,40,43,32,42
29/03/2010,2,14,15,18,29,33,8,23
22/03/2010,6,10,13,22,32,43,33,39
15/03/2010,1,6,9,13,17,18,41,42
08/03/2010,15,23,34,38,40,41,10,45
01/03/2010,13,15,16,18,32,44,12,34
22/02/2010,5,6,21,27,34,39,26,36
15/02/2010,3,21,32,33,36,41,34,44
08/02/2010,3,4,19,40,42,45,15,38
01/02/2010,1,7,21,39,40,45,6,33
25/01/2010,7,20,21,28,34,38,1,35
18/01/2010,8,13,19,28,29,43,14,27
11/01/2010,2,5,7,20,21,23,14,32
04/01/2010,4,20,28,35,37,43,17,45
28/12/2009,2,11,31,33,40,41,25,26
21/12/2009,9,15,17,19,39,45,23,24
14/12/2009,3,5,14,23,26,33,1,15
07/12/2009,8,18,33,38,39,44,3,45
30/11/2009,2,5,8,14,20,34,32,39
23/11/2009,8,11,12,14,19,38,7,42
16/11/2009,7,15,24,27,29,40,22,26
09/11/2009,3,4,9,18,27,29,1,13
02/11/2009,9,11,21,31,39,40,12,38
26/10/2009,10,17,18,22,37,42,27,39
19/10/2009,4,5,15,16,28,41,12,45
12/10/2009,2,7,8,19,29,37,17,22
05/10/2009,11,17,21,26,36,42,8,37
28/09/2009,13,21,35,36,38,45,12,39
21/09/2009,14,15,19,21,22,42,1,7
14/09/2009,9,11,16,18,34,41,15,19
07/09/2009,2,8,20,27,40,44,9,30
31/08/2009,5,8,13,17,25,38,1,43
24/08/2009,5,20,23,26,27,40,13,33
17/08/2009,6,19,26,31,37,45,4,38
10/08/2009,1,4,22,24,35,45,31,38
03/08/2009,7,10,17,28,32,40,4,11
27/07/2009,5,7,17,24,27,34,14,45
20/07/2009,22,25,26,29,35,38,6,9
