date,num1,num2,num3,num4,num5,num6,sup1,sup2
03/04/2013,13,17,19,28,36,39,27,35
27/03/2013,2,5,14,18,34,41,33,42
20/03/2013,8,13,15,27,39,40,10,31
13/03/2013,1,3,19,21,22,38,14,28
06/03/2013,9,13,16,19,33,42,17,22
27/02/2013,3,8,20,26,41,45,15,23
20/02/2013,3,10,13,22,23,29,19,26
13/02/2013,2,18,33,37,39,40,15,42
06/02/2013,4,5,16,40,42,45,7,39
30/01/2013,5,10,15,28,31,39,11,44
23/01/2013,8,31,32,33,37,44,9,17
16/01/2013,3,4,11,33,36,45,15,37
09/01/2013,11,17,33,36,41,42,6,13
02/01/2013,10,21,24,36,37,43,31,45
26/12/2012,7,16,19,31,39,43,18,20
19/12/2012,9,12,16,18,29,36,38,42
12/12/2012,3,15,24,32,37,45,1,27
05/12/2012,1,10,19,24,31,32,23,41
28/11/2012,12,14,16,19,26,37,4,31
21/11/2012,6,7,12,19,26,30,8,14
14/11/2012,5,10,25,27,32,44,30,31
07/11/2012,5,14,16,23,26,30,36,45
31/10/2012,3,4,15,22,30,37,1,16
24/10/2012,2,8,20,23,28,29,5,11
17/10/2012,14,20,21,36,37,42,7,16
10/10/2012,3,7,9,36,42,45,18,29
03/10/2012,16,25,28,29,30,43,3,4
26/09/2012,2,5,22,32,37,45,23,38
19/09/2012,3,7,13,19,25,35,24,37
12/09/2012,22,29,33,37,41,44,15,45
05/09/2012,7,16,22,30,35,37,12,27
29/08/2012,6,20,28,30,39,40,9,45
22/08/2012,7,21,22,33,41,43,38,40
15/08/2012,2,16,17,21,33,37,6,42
08/08/2012,6,7,14,18,20,41,17,37
01/08/2012,2,17,18,24,34,37,5,28
25/07/2012,4,7,19,34,38,43,28,36
18/07/2012,5,7,18,20,37,38,17,35
11/07/2012,4,6,15,20,41,44,30,38
04/07/2012,6,8,13,22,35,40,14,45
27/06/2012,15,29,30,32,35,44,34,39
20/06/2012,10,24,30,32,38,41,27,37
13/06/2012,6,8,20,24,27,36,14,40
06/06/2012,9,23,24,32,36,41,22,45
30/05/2012,7,13,16,18,22,39,31,36
23/05/2012,8,11,18,27,40,44,26,35
16/05/2012,15,21,23,24,31,32,33,34
09/05/2012,3,16,19,25,38,44,29,42
02/05/2012,12,27,36,37,38,41,15,28
25/04/2012,6,27,34,37,40,45,10,23
18/04/2012,5,10,12,17,40,42,13,14
11/04/2012,10,29,32,39,40,42,1,43
04/04/2012,1,23,32,35,40,43,7,16
28/03/2012,5,11,13,30,42,44,31,37
21/03/2012,16,24,27,30,36,44,5,13
14/03/2012,5,12,30,33,38,40,3,27
07/03/2012,4,10,30,38,41,43,23,36
29/02/2012,3,5,14,16,37,39,20,26
22/02/2012,2,3,16,17,43,44,4,24
15/02/2012,5,8,11,29,33,40,19,21
08/02/2012,9,27,30,36,39,44,1,43
01/02/2012,1,9,30,35,37,43,33,38
25/01/2012,13,14,15,22,26,33,6,31
18/01/2012,1,13,19,25,32,37,6,9
11/01/2012,3,7,30,36,41,42,11,26
04/01/2012,5,9,11,28,29,31,14,26
28/12/2011,3,7,13,24,39,41,27,43
21/12/2011,5,9,10,32,35,36,2,23
14/12/2011,12,18,30,31,34,44,1,26
07/12/2011,7,13,17,19,37,41,5,31
30/11/2011,6,12,30,32,35,41,9,24
23/11/2011,1,27,29,30,32,39,15,23
16/11/2011,7,10,11,12,20,26,4,17
09/11/2011,17,22,27,34,36,37,25,43
02/11/2011,5,11,39,41,43,44,18,40
26/10/2011,1,2,7,14,23,24,10,12
19/10/2011,4,7,8,9,11,33,1,34
12/10/2011,14,15,22,23,32,35,25,30
05/10/2011,4,8,23,31,39,41,3,10
28/09/2011,11,29,31,35,44,45,16,17
21/09/2011,5,10,30,36,38,44,15,17
14/09/2011,11,12,15,16,27,30,20,23
07/09/2011,5,10,18,31,32,37,8,19
31/08/2011,3,5,8,12,13,31,23,34
24/08/2011,10,18,23,25,33,39,12,36
17/08/2011,4,11,27,28,29,43,35,40
10/08/2011,6,7,14,18,37,39,30,35
03/08/2011,3,7,11,20,21,42,15,24
27/07/2011,1,2,20,29,36,38,26,30
20/07/2011,1,3,10,11,26,42,8,9
13/07/2011,2,11,14,19,30,41,8,12
06/07/2011,1,10,11,15,27,32,4,21
29/06/2011,5,12,18,19,42,44,24,39
22/06/2011,2,21,29,33,36,40,4,13
15/06/2011,7,9,16,21,33,40,22,35
08/06/2011,8,10,12,15,24,27,5,36
01/06/2011,5,11,14,29,32,44,6,8
25/05/2011,11,15,18,22,28,38,6,39
18/05/2011,1,6,25,26,27,40,12,42
11/05/2011,7,14,18,27,39,44,19,33
04/05/2011,1,6,12,35,40,42,5,18
27/04/2011,5,12,35,36,40,45,26,29
20/04/2011,2,7,13,14,20,31,24,35
13/04/2011,7,16,20,23,25,40,1,36
06/04/2011,3,5,15,21,29,40,9,39
30/03/2011,12,21,22,35,43,45,6,7
23/03/2011,6,8,14,17,23,43,10,11
16/03/2011,1,6,10,11,32,36,9,27
09/03/2011,7,10,12,21,38,39,30,33
02/03/2011,2,6,27,32,43,45,9,14
23/02/2011,4,23,25,38,40,42,1,16
16/02/2011,10,16,19,22,24,32,23,45
09/02/2011,4,6,20,38,39,43,30,37
02/02/2011,5,21,26,30,43,44,17,19
26/01/2011,2,21,23,25,32,44,4,35
19/01/2011,1,7,17,40,43,45,10,41
12/01/2011,6,22,34,40,42,45,15,36
05/01/2011,3,10,11,14,17,28,12,43
29/12/2010,3,4,22,33,39,42,20,36
22/12/2010,1,4,9,33,35,43,31,38
15/12/2010,4,5,18,19,36,37,6,28
08/12/2010,2,7,24,26,34,45,29,43
01/12/2010,2,3,7,13,17,30,36,43
24/11/2010,5,6,30,42,43,44,4,28
17/11/2010,3,17,31,40,43,45,27,28
10/11/2010,2,23,27,28,36,44,6,8
03/11/2010,7,8,26,27,28,42,5,10
27/10/2010,7,15,19,29,39,41,4,12
20/10/2010,4,8,12,18,23,38,7,11
13/10/2010,12,23,24,37,40,44,4,43
06/10/2010,6,10,16,31,36,38,27,39
29/09/2010,9,23,29,30,33,42,11,12
22/09/2010,11,32,38,41,43,44,27,42
15/09/2010,6,11,13,17,42,44,22,41
08/09/2010,16,21,22,23,33,34,20,28
01/09/2010,7,24,30,35,42,44,27,28
25/08/2010,8,11,27,37,38,45,33,42
18/08/2010,4,16,23,30,36,38,29,31
11/08/2010,9,20,30,35,42,45,4,7
04/08/2010,4,6,9,26,36,45,11,15
28/07/2010,1,5,10,28,30,40,9,16
21/07/2010,2,10,23,28,35,38,25,27
14/07/2010,18,22,31,32,33,40,1,20
07/07/2010,4,10,15,24,33,38,21,45
30/06/2010,23,29,36,37,42,44,17,45
23/06/2010,2,14,20,34,44,45,3,4
16/06/2010,4,8,28,35,37,45,14,33
09/06/2010,16,22,28,38,41,42,5,19
02/06/2010,6,12,14,17,22,39,37,45
26/05/2010,12,18,23,40,41,45,3,35
19/05/2010,3,22,31,40,43,44,4,9
12/05/2010,3,6,19,23,33,34,25,35
05/05/2010,2,21,23,27,37,41,4,30
28/04/2010,11,17,20,24,25,45,33,41
21/04/2010,6,8,11,15,32,41,24,27
14/04/2010,1,5,29,34,42,43,13,17
07/04/2010,3,16,23,31,40,42,19,26
31/03/2010,9,11,23,25,30,40,1,13
24/03/2010,3,4,9,10,15,39,22,43
17/03/2010,10,14,16,21,24,32,5,6
10/03/2010,9,15,16,19,34,45,26,38
03/03/2010,11,16,21,24,35,37,38,45
24/02/2010,5,6,18,25,33,43,11,19
17/02/2010,8,25,26,27,28,39,40,41
10/02/2010,3,10,11,19,23,33,32,34
03/02/2010,5,7,21,23,36,42,11,29
27/01/2010,23,26,27,30,40,45,7,25
20/01/2010,1,12,29,34,37,40,15,39
13/01/2010,4,14,17,22,27,42,25,26
06/01/2010,9,22,29,36,43,44,25,31
30/12/2009,1,13,14,26,35,44,23,31
23/12/2009,1,13,14,18,28,34,7,9
16/12/2009,6,9,15,16,24,32,25,26
09/12/2009,4,18,20,31,37,41,24,27
